iter	Logloss
396	0.6360551663
397	0.6360034425
398	0.6359709188
399	0.6359388024
400	0.6359065696
401	0.6358517622
402	0.635783922
403	0.6357447656
404	0.6356992091
405	0.6356470781
406	0.6355972743
407	0.6355248378
408	0.6354905686
409	0.6354408813
410	0.6353732738
411	0.635334641
412	0.6353155574
413	0.6352556299
414	0.6352128662
415	0.6351536952
416	0.6351132005
417	0.6350870187
418	0.6350203422
419	0.6349278329
420	0.6348681382
421	0.6348065817
422	0.6347646907
423	0.6347169233
424	0.6346469304
425	0.6346037012
426	0.6345455775
427	0.6344883846
428	0.6344283408
429	0.6344019262
430	0.6343620716
431	0.634339497
432	0.6342883551
433	0.6342249949
434	0.6341646021
435	0.6341104929
436	0.6340883837
437	0.6340239181
438	0.633971438
439	0.6339311761
440	0.6338793942
441	0.6338675832
442	0.6338471614
443	0.6338050958
444	0.6337513357
445	0.6337021138
446	0.633662201
447	0.6336250227
448	0.6335818517
449	0.6335393207
450	0.6335092988
451	0.633468106
452	0.6334196404
453	0.6333850222
454	0.6333343457
455	0.633288382
456	0.6332356691
457	0.6331738799
458	0.6331236689
459	0.6330346505
460	0.6329708831
461	0.6329387085
462	0.6328622574
463	0.63281641
464	0.6327949991
465	0.6327588099
466	0.6327006861
467	0.6326315078
468	0.632562504
469	0.6325106057
470	0.6324621983
471	0.6324142564
472	0.6323862709
473	0.6323582854
474	0.6322959143
475	0.6322512306
476	0.632215856
477	0.6321674486
478	0.6320897175
479	0.6320354919
480	0.6319883645
481	0.6319312299
482	0.6319025462
483	0.6318345315
484	0.6317770477
485	0.6317435349
486	0.6317042039
487	0.6316723784
488	0.6316093092
489	0.6315641018
490	0.6314885816
491	0.631449367
492	0.6314095705
493	0.6313639559
494	0.6313463849
495	0.6313021667
496	0.6312666757
497	0.6312413083
498	0.6311938901
499	0.6311495554
500	0.6311026026
501	0.631065017
502	0.6309702387
503	0.6309040858
504	0.6308386893
505	0.6307851619
506	0.6307454818
507	0.6306890453
508	0.6306619325
509	0.6306202742
510	0.6305555759
511	0.6305011176
512	0.6304642303
513	0.6303732337
514	0.6303222081
515	0.6302877062
516	0.6302768262
517	0.6302256843
518	0.6301954297
519	0.6301346877
520	0.6300546875
521	0.6300019747
522	0.6299625855
523	0.6299233709
524	0.6298400543
525	0.6297762869
526	0.6297589487
527	0.6297239232
528	0.6296712685
529	0.6296184975
530	0.6295703228
531	0.6295412319
532	0.6294578571
533	0.6294025261
534	0.6293675006
535	0.629342366
536	0.6292951222
537	0.6292607949
538	0.6292305403
539	0.6291467001
540	0.6291215073
541	0.6290968381
542	0.629043078
543	0.6290064234
544	0.6289625542
545	0.6289295069
546	0.6288912231
547	0.6288327503
548	0.6288102339
549	0.6287837029
550	0.6287443719
551	0.6286985245
552	0.62868299
553	0.6286482553
554	0.6286199789
555	0.6285808806
556	0.6285313096
557	0.6284779568
558	0.6284353094
559	0.6283702038
560	0.628327731
561	0.6282950909
562	0.628238829
563	0.6281802398
564	0.6281146687
565	0.6280553813
566	0.6280229158
567	0.6279704938
568	0.6279206319
569	0.62786309
570	0.6278120062
571	0.6277766898
572	0.6277371261
573	0.6276892423
574	0.6276283258
575	0.6275838748
576	0.6275590893
577	0.6274989873
578	0.6274626236
579	0.6274136344
580	0.6273747689
581	0.6273256633
582	0.6272683541
583	0.6272314086
584	0.6272006303
585	0.6271390156
586	0.6271072483
587	0.626974128
588	0.6269222879
589	0.6268648623
590	0.626838855
591	0.6268122658
592	0.6267532693
593	0.6267063165
594	0.6266520909
595	0.6266114799
596	0.6265431743
597	0.626495756
598	0.6264309413
599	0.6263717703
600	0.6263429121
601	0.6263184756
602	0.6262607592
603	0.6262142136
604	0.6261883226
605	0.626174359
606	0.6261464316
607	0.6261224025
608	0.626055086
609	0.6259899804
610	0.6259374421
611	0.6258965402
612	0.6258325982
613	0.6257625471
614	0.6257171652
615	0.6256944743
616	0.6256471723
617	0.6256149395
618	0.6255886995
619	0.6255400594
620	0.6254987502
621	0.6254741974
622	0.6254179937
623	0.6253466626
624	0.6253126261
625	0.6252969752
626	0.625253106
627	0.6252070259
628	0.6251713022
629	0.6251202184
630	0.6250659929
631	0.6250359128
632	0.6249859927
633	0.6249538181
634	0.6249030834
635	0.6248478106
636	0.6248225596
637	0.6247860795
638	0.6247439558
639	0.6247066612
640	0.6246789666
641	0.6246182246
642	0.6245636499
643	0.6245275771
644	0.624469977
645	0.6244350678
646	0.624400275
647	0.6243492495
648	0.6242843766
649	0.6242142092
650	0.6241542818
651	0.624120769
652	0.6240878962
653	0.6240013796
654	0.6239512268
655	0.6239232994
656	0.6238949648
657	0.6238558084
658	0.6238133356
659	0.6237658009
660	0.6237191972
661	0.6236826589
662	0.6236163315
663	0.6235706005
664	0.623526324
665	0.6235056694
666	0.6234459747
667	0.6234230511
668	0.6234075165
669	0.6233507309
670	0.6233244908
671	0.6232979599
672	0.6232382652
673	0.6231820614
674	0.623147385
675	0.6231188758
676	0.6230632539
677	0.6230247956
678	0.6229763301
679	0.6229612028
680	0.6229374645
681	0.6228847517
682	0.6228646789
683	0.6228311661
684	0.6227736242
685	0.6227303368
686	0.6226972895
687	0.6226501621
688	0.622614322
689	0.6225431073
690	0.6224993545
691	0.6224475725
692	0.6224210998
693	0.6223799651
694	0.6223324305
695	0.622307005
696	0.6222758194
697	0.6222491721
698	0.6222304375
699	0.622181041
700	0.6221532883
701	0.6220880663
702	0.622048968
703	0.6219984079
704	0.6219598915
705	0.6219361532
706	0.6218812877
707	0.6218470185
708	0.6217725456
709	0.6216959781
710	0.6216549017
711	0.6216273816
712	0.6216005598
713	0.6215435996
714	0.6215011268
715	0.6214571994
716	0.6214374758
717	0.6213926175
718	0.6213662611
719	0.6213005736
720	0.6212219116
721	0.6211686752
722	0.621080995
723	0.6210446313
724	0.6210204857
725	0.6210040784
726	0.6209346674
727	0.6209009218
728	0.6208519908
729	0.6208086453
730	0.620752267
731	0.6207242815
732	0.6206533577
733	0.6206226958
734	0.6205958739
735	0.6205570084
736	0.620525241
737	0.6204772409
738	0.6204109717
739	0.6203796698
740	0.6203573279
741	0.6203084551
742	0.6202685423
743	0.6202078003
744	0.6201765566
745	0.6201148256
746	0.6200850364
747	0.6200515236
748	0.619999218
749	0.6199750725
750	0.6199326579
751	0.6198870432
752	0.6198343304
753	0.6198063449
754	0.6197830721
755	0.6197281483
756	0.6196813701
757	0.6196528027
758	0.619633079
759	0.619587348
760	0.6195376607
761	0.6194804096
762	0.6194189113
763	0.6193705039
764	0.6193369329
765	0.6193191293
766	0.619286431
767	0.6192579219
768	0.6192365691
769	0.619206489
770	0.6191448743
771	0.6191121761
772	0.6190466632
773	0.6190102995
774	0.6189843503
775	0.6189385611
776	0.6188737465
777	0.6188488446
778	0.6188244082
779	0.6187779208
780	0.6187225316
781	0.6186776151
782	0.6186393314
783	0.618605004
784	0.6185665458
785	0.6185086547
786	0.6184839856
787	0.6184766547
788	0.6184584437
789	0.6183855417
790	0.6183506326
791	0.6183243343
792	0.6182839561
793	0.618220945
794	0.6181634031
795	0.6181241303
796	0.6180674029
797	0.6180305155
798	0.6180189373
799	0.6179375989
800	0.6178866897
801	0.617840726
802	0.6177750968
803	0.6177258748
804	0.6176832856
805	0.6176365074
806	0.6175921727
807	0.617524798
808	0.6174926816
809	0.6174568415
810	0.617390165
811	0.6173238376
812	0.6172826448
813	0.6172348774
814	0.6171885064
815	0.6171569718
816	0.6170962298
817	0.6170453206
818	0.6170050005
819	0.6169714877
820	0.616926164
821	0.616879153
822	0.6168504693
823	0.6167981055
824	0.6167652909
825	0.6167222944
826	0.6166532906
827	0.6166187306
828	0.6165769559
829	0.616553625
830	0.6164889266
831	0.6164477338
832	0.6164018864
833	0.6163633118
834	0.6163250863
835	0.6162945989
836	0.6162279224
837	0.6162009842
838	0.6161686932
839	0.6161236022
840	0.6160704821
841	0.6160148601
842	0.6159463218
843	0.6159028599
844	0.6158836017
845	0.6158452598
846	0.6158304234
847	0.6157940596
848	0.6157302922
849	0.6156932303
850	0.6156362702
851	0.6156121829
852	0.6155542918
853	0.6155284009
854	0.6155128663
855	0.6155018117
856	0.6154445607
857	0.6154292007
858	0.6153777678
859	0.6153371568
860	0.6152865967
861	0.6152175347
862	0.6151537673
863	0.6150987272
864	0.6150423489
865	0.6149766615
866	0.6149487341
867	0.6149124286
868	0.6148426103
869	0.614773781
870	0.6147385809
871	0.6146958754
872	0.6146546244
873	0.6145809661
874	0.6145105659
875	0.6144899113
876	0.6144336494
877	0.6143929802
878	0.6143514383
879	0.6143194382
880	0.614234958
881	0.6141729942
882	0.6141451833
883	0.6141041068
884	0.6140424921
885	0.6139394519
886	0.6138818518
887	0.6138423462
888	0.6137906807
889	0.6137633352
890	0.6137092259
891	0.6136630295
892	0.6135946075
893	0.613550622
894	0.6135165273
895	0.6134664909
896	0.6134087744
897	0.6133676979
898	0.6133210942
899	0.6132882214
900	0.6132236394
901	0.613170752
902	0.613121821
903	0.613055959
904	0.6130062717
905	0.6129508243
906	0.612880075
907	0.612851275
908	0.6127985621
909	0.6127535293
910	0.6127036092
911	0.6126752746
912	0.6126136599
913	0.6125553034
914	0.6125021833
915	0.6124401613
916	0.6124215431
917	0.6123581248
918	0.6123123938
919	0.6122507209
920	0.6121875353
921	0.6121432007
922	0.6120832733
923	0.6120335277
924	0.6119489311
925	0.6119221093
926	0.61184752
927	0.6118135418
928	0.6117891635
929	0.6117142834
930	0.6116541814
931	0.6115785449
932	0.6115165229
933	0.6114549082
934	0.6113940499
935	0.6113379625
936	0.6113117806
937	0.6112860642
938	0.611225555
939	0.6111959986
940	0.6111388639
941	0.6110553146
942	0.6110188927
943	0.6109560562
944	0.6108558087
945	0.6107825577
946	0.6107165211
947	0.6106583392
948	0.61060871
949	0.6105314444
950	0.6104752406
951	0.610421015
952	0.6103831968
953	0.6103456694
954	0.6102999966
955	0.6102270364
956	0.6101929418
957	0.6101261489
958	0.6100817561
959	0.6100455088
960	0.6100076323
961	0.6099711522
962	0.6099139012
963	0.6098621193
964	0.6098180173
965	0.6097677481
966	0.6097000244
967	0.6096881552
968	0.6096597043
969	0.6095982059
970	0.6095312385
971	0.6094827148
972	0.6094294783
973	0.6093716454
974	0.6093085762
975	0.6092392233
976	0.6091902923
977	0.6091372304
978	0.6090678775
979	0.6090254629
980	0.6089662336
981	0.6089114844
982	0.6088769825
983	0.6088110042
984	0.6087553241
985	0.6086999349
986	0.6086567057
987	0.6085801964
988	0.6085341745
989	0.6084716871
990	0.6083847633
991	0.6083352504
992	0.6082822467
993	0.6082355848
994	0.6081776355
995	0.60813045
996	0.6080669735
997	0.6079849369
998	0.607932515
999	0.6078641512
